Morph-lemma,Morph-inflection,Occurrence
読者,読者,2
間に合う,間に合っ,1
ナンパ,ナンパ,1
急用,急用,1
締め,締め,1
居場所,居場所,1
可愛い,可愛い,1
刺す,刺さ,1
国中,国中,1
ぬ,ざる,1
醍醐味,醍醐味,1
乗っ取る,乗っ取ら,1
なんせ,なんせ,1
導く,導き,1
ほかなる,ほかなら,1
立役者,立役者,1
堕ちる,堕ちる,1
世論,世論,1
喚ぶ,喚び,1
虐殺,虐殺,1
極悪,極悪,1
非道,非道,1
よる,よら,1
もって,もって,1
結婚,結婚,1
悪役,悪役,1
ルート,ルート,1
転換,転換,1
きな臭い,きな臭い,1
陰謀,陰謀,1
論,論,1
逃避,逃避,1
ボチボチ,ボチボチ,1
進級,進級,1
これこれ,これこれ,1
富豪,富豪,1
泣き,泣き,1
がっぽり,がっぽり,1
立つ,立と,1
レート,レート,1
臨時,臨時,1
収入,収入,1
カモ,カモ,1
ネギ,ネギ,1
潤沢,潤沢,1
摘む,摘ん,1
オール,オール,1
イン,イン,1
賭ける,賭け,1
コール,コール,1
まんまと,まんまと,1
嵌る,嵌,1
まつ,まっ,1
ほくそ笑む,ほくそ笑ん,1
学習,学習,1
スリー,スリー,1
今月,今月,1
取り戻す,取り戻さ,1
うわ言,うわ言,1
閉める,閉める,1
見抜ける,見抜け,1
沖,沖,1
獲る,獲,1
のる,のっ,1
今季,今季,1
正反対,正反対,1
餌,餌,1
さてと,さてと,1
訊ねる,訊ねる,1
サッと,サッと,1
枯れる,枯れよ,1
仰ぐ,仰ぐ,1
足りる,足りん,1
互いに,互いに,1
感じ取る,感じ取っ,1
かまう,かまわ,1
見極め,見極め,1
厳か,厳か,1
壮大,壮大,1
見極める,見極める,1
毛,毛,1
ぐっすり,ぐっすり,1
起きる,起きよ,1
膨らむ,膨らま,1
破る,破れ,1
春休み,春休み,1
弄る,弄り,1
治まる,治まっ,1
描く,描か,1
振り向く,振り向き,1
ざま,ざま,1
肘鉄,肘鉄,1
砕く,砕い,1
踏みとどまる,踏みとどまる,1
こむ,こま,1
直伝,直伝,1
白目,白目,1
学友,学友,1
取り残す,取り残さ,1
面倒い,面倒く,1
逃げる,逃げろ,1
遠ざける,遠ざけよ,1
滲む,滲み,1
恩,恩,1
大声,大声,1
絶交,絶交,1
悪口,悪口,1
言いふらす,言いふらし,1
ムッ,ムッ,1
苛立つ,苛立ち,1
募る,募る,1
イライラ,イライラ,1
まっすぐ,まっすぐ,1
ぶっ飛ばす,ぶっ飛ばし,1
試験,試験,1
通,通,1
キープ,キープ,1
く,け,1
圧縮,圧縮,1
ガラッ,ガラッ,1
曇る,曇っ,1
集まる,集まる,1
鳥,鳥,1
風景,風景,1
向く,向き,1
流す,流さ,1
過ぎ去る,過ぎ去っ,1
振り向く,振り向か,1
す,さ,1
紅い,紅い,1
試みる,試み,1
こんにちは,こんにちは,1
どど,どど,1
朝食,朝食,1
訪ねる,訪ね,1
度々,度々,1
議論,議論,1
連れ去る,連れ去ろ,1
もみ合う,もみ合っ,1
泳ぐ,泳い,1
戻す,戻し,1
アイテム,アイテム,1
本格,本格,1
症状,症状,1
言い方,言い方,1
干物,干物,1
消灯,消灯,1
焼ける,焼け,1
浄化,浄化,1
腐る,腐ら,1
ぼーっと,ぼーっと,1
よい,よし,1
くさい,くさ,1
発想,発想,1
まみれ,まみれ,1
売れる,売れる,1
ビー玉,ビー玉,1
ぐちゃぐちゃ,ぐちゃぐちゃ,1
土産,土産,1
かぶりつく,かぶりつい,1
枝,枝,1
凍える,凍える,1
ルル,ルル,1
威嚇,威嚇,1
丸,丸,1
能,能,1
どっか,どっか,1
ぶっ飛ばす,ぶっ飛ばす,1
他者,他者,1
保身,保身,1
すれ違い,すれ違い,1
互い,互い,1
略奪,略奪,1
いちゃもん,いちゃもん,1
相性,相性,1
しょっちゅう,しょっちゅう,1
畑,畑,1
半壊,半壊,1
ぶっとばす,ぶっとばす,1
這う,這い,1
およそ,およそ,1
こなす,こなし,1
究極,究極,1
天賦,天賦,1
気まぐれ,気まぐれ,1
一芸,一芸,1
極める,極める,1
豪,豪,1
集い,集い,1
作り出す,作り出し,1
舞い上がる,舞い上がる,1
必殺,必殺,1
控えめ,控えめ,1
申告,申告,1
殺傷,殺傷,1
絶大,絶大,1
刻む,刻み,1
浮かび上がる,浮かび上がら,1
グッ,グッ,1
咆哮,咆哮,1
轟く,轟い,1
衝撃波,衝撃波,1
駆け抜ける,駆け抜ける,1
身の毛,身の毛,1
逆立つ,逆立っ,1
暴君,暴君,1
証す,証し,1
さよなら,さよなら,1
成仏,成仏,1
比喩,比喩,1
視力,視力,1
細か,細か,1
突風,突風,1
観戦,観戦,1
騒ぐ,騒げ,1
木々,木々,1
茂る,茂り,1
手入れ,手入れ,1
森林,森林,1
夜露,夜露,1
湿る,湿っ,1
悠長,悠長,1
茂み,茂み,1
かき分ける,かき分ける,1
追いつく,追いつい,1
むせ返る,むせ返る,1
同僚,同僚,1
ずさん,ずさん,1
疑う,疑う,1
中断,中断,1
詰まる,詰まる,1
介す,介さ,1
浸る,浸っ,1
下がる,下がり,1
居る,居,1
突き付ける,突き付け,1
努力,努力,1
はためく,はためき,1
吹く,吹き,1
前進,前進,1
保存,保存,1
立ちすくむ,立ちすくん,1
そん,そん,1
観測,観測,1
手伝い,手伝い,1
仏,仏,1
ともかく,ともかく,1
演習,演習,1
ぶちかます,ぶちかまし,1
繰り広げる,繰り広げ,1
凄惨,凄惨,1
行く末,行く末,1
憂える,憂える,1
溢れる,溢れる,1
高い,高かっ,1
紀元前,紀元前,1
鉄板,鉄板,1
思い返す,思い返す,1
にやける,にやけ,1
刻み込む,刻み込ま,1
清掃,清掃,1
員,員,1
ニット,ニット,1
帽,帽,1
恰好,恰好,1
端的,端的,1
ほか,ほか,1
くっつく,くっつく,1
肘,肘,1
撒く,撒い,1
連れ込む,連れ込ま,1
ピタッ,ピタッ,1
任せる,任せよ,1
探る,探ら,1
勘,勘,1
昼休み,昼休み,1
学,学,1
昼食,昼食,1
贅沢,贅沢,1
奪い取る,奪い取っ,1
正当,正当,1
順位,順位,1
サラサラ,サラサラ,1
大胆,大胆,1
ファッション,ファッション,1
付く,付き,1
合わす,合わさ,1
割り込み,割り込み,1
野望,野望,1
デラックス,デラックス,1
頼む,頼め,1
ぼる,ぼ,1
オーラ,オーラ,1
たかる,たかる,1
等席,等席,1
向かい,向かい,1
見かける,見かけ,1
見張る,見張る,1
落ちこぼれる,落ちこぼれ,1
飄々,飄々,1
スープ,スープ,1
教える,教える,1
かわいい,かわいく,1
むかつく,むかつく,1
本音,本音,1
組む,組も,1
とばす,とばさ,1
負,負,1
さ迷う,さ迷っ,1
殴れる,殴れ,1
ぶん殴る,ぶん殴っ,1
感触,感触,1
弱まる,弱まっ,1
頻度,頻度,1
上がる,上がり,1
肉薄,肉薄,1
先回り,先回り,1
ふらつく,ふらつく,1
峰打ち,峰打ち,1
頑張る,頑張れ,1
禄,禄,1
副業,副業,1
手土産,手土産,1
降り立つ,降り立つ,1
冷ややか,冷ややか,1
退る,退り,1
認識,認識,1
揺らめく,揺らめき,1
投げ込む,投げ込ま,1
遠ざかる,遠ざかり,1
込む,込ま,1
相対,相対,1
計る,計る,1
毛穴,毛穴,1
裂け目,裂け目,1
跪く,跪く,1
プラン,プラン,1
望ましい,望ましい,1
見極める,見極めろ,1
組み,組み,1
祈り,祈り,1
捧げる,捧げる,1
しわ,しわ,1
落第,落第,1
頼る,頼り,1
過言,過言,1
神業,神業,1
こい,こ,1
もはや,もはや,1
五指,五指,1
書き写す,書き写し,1
良い,良く,1
書き写す,書き写す,1
明るい,明るく,1
遮蔽,遮蔽,1
動く,動け,1
目視,目視,1
かつ目,かつ目,1
高等,高等,1
技能,技能,1
休日,休日,1
潰れる,潰れる,1
名折れ,名折れ,1
ぶっつけ,ぶっつけ,1
本番,本番,1
くらう,くらえ,1
自白,自白,1
取り直す,取り直し,1
滝,滝,1
覚束無い,覚束無い,1
光らせる,光らせる,1
妥協,妥協,1
特,特,1
刮目,刮目,1
起きる,起きる,1
伏線,伏線,1
回れる,回れ,1
呼び出し,呼び出し,1
病が,病が,1
空欄,空欄,1
指導室,指導室,1
散々,散々,1
主任,主任,1
よる,よっ,1
会う,会え,1
ひどい,ひどい,1
興味深い,興味深,1
泳がせる,泳がせる,1
猫かぶり,猫かぶり,1
花,花,1
咲く,咲い,1
がっしり,がっしり,1
組む,組ま,1
夕暮れ,夕暮れ,1
灯す,灯し,1
生地,生地,1
税金,税金,1
言い合う,言い合い,1
あらためて,あらためて,1
文武両道,文武両道,1
急激,急激,1
似つく,似つか,1
上ずる,上ずっ,1
ごまかす,ごまかす,1
ジャンプ,ジャンプ,1
清々しい,清々しい,1
上っ面,上っ面,1
文,文,1
脈絡,脈絡,1
つく,つこ,1
凝らす,凝らし,1
出会い,出会い,1
だす,だす,1
たてる,たてる,1
荒唐無稽,荒唐無稽,1
文書,文書,1
唯一,唯一,1
語りかける,語りかける,1
オーク,オーク,1
絶滅,絶滅,1
生理,生理,1
落書き,落書き,1
武勇,武勇,1
伝,伝,1
キリッ,キリッ,1
潜り込む,潜り込ん,1
頼れる,頼れる,1
企む,企ん,1
企む,企む,1
権限,権限,1
手続き,手続き,1
忍び込む,忍び込む,1
取り消し,取り消し,1
集結,集結,1
伏し目,伏し目,1
意表,意表,1
対立,対立,1
無条件,無条件,1
懸念,懸念,1
エリザベート,エリザベート,1
間違う,間違え,1
練る,練れ,1
始まる,始まら,1
思いがけない,思いがけない,1
憑かれる,憑かれ,1
置き去り,置き去り,1
頑張る,頑張ろ,1
虫,虫,1
安い,安い,1
同士,同士,1
とある,とある,1
ますます,ますます,1
まみれる,まみれ,1
打ち切る,打ち切っ,1
一声,一声,1
おくれる,おくれよ,1
組み合わせ,組み合わせ,1
招き入れる,招き入れる,1
簡素,簡素,1
やり場,やり場,1
穿く,穿き,1
品番,品番,1
オススメ,オススメ,1
手短,手短,1
夜ふかし,夜ふかし,1
大敵,大敵,1
ない,なくっ,1
いい,いいっ,1
訳,訳,1
忍び込める,忍び込める,1
落ち着き,落ち着き,1
揺らす,揺らす,1
つかれる,つかれ,1
話し合う,話し合わ,1
乳房,乳房,1
迷い,迷い,1
迷う,迷う,1
狭間,狭間,1
無心,無心,1
爆音,爆音,1
バール,バール,1
出かける,出かける,1
マイ,マイ,1
ブーム,ブーム,1
洗い流す,洗い流し,1
かざす,かざす,1
幻想,幻想,1
籠,籠,1
値段,値段,1
オークション,オークション,1
出品,出品,1
買い物,買い物,1
買う,買い,1
そろえる,そろえよ,1
獅子,獅子,1
ストール,ストール,1
クリスタル,クリスタル,1
安物,安物,1
至極,至極,1
彫り,彫り,1
眼孔,眼孔,1
澄ます,澄ます,1
合わせる,合わせる,1
輩,輩,1
ばる,ばっ,1
ちり,ちり,1
おく,おか,1
無害,無害,1
初日,初日,1
からには,からには,1
こる,こっ,1
ないし,ないし,1
特殊,特殊,1
欺く,欺い,1
派遣,派遣,1
人違い,人違い,1
火花,火花,1
斬る,斬れ,1
動く,動こ,1
速,速,1
くり抜く,くり抜い,1
殺生,殺生,1
奪い取る,奪い取り,1
どうし,どうし,1
掃除,掃除,1
ファイル,ファイル,1
書き込む,書き込む,1
伸縮,伸縮,1
せわしない,せわしなく,1
往復,往復,1
正す,正す,1
唾,唾,1
興味,興味,1
隠れ,隠れ,1
期す,期し,1
欲しい,欲しかっ,1
遅れ,遅れ,1
本部,本部,1
増援,増援,1
増員,増員,1
頂ける,頂けれ,1
多少,多少,1
長らく,長らく,1
聖女,聖女,1
かの,かの,1
層,層,1
爽快,爽快,1
タダ,タダ,1
鑑賞,鑑賞,1
一足,一足,1
遅刻,遅刻,1
道行く,道行く,1
顔ぶれ,顔ぶれ,1
くぐる,くぐっ,1
浴びる,浴びれ,1
くぐる,くぐる,1
猛獣,猛獣,1
黙る,黙る,1
人だかり,人だかり,1
ざわめき,ざわめき,1
惨い,惨い,1
映え,映え,1
高鳴る,高鳴る,1
すっかり,すっかり,1
言える,言えよ,1
盛り上がる,盛り上がっ,1
盛り上げる,盛り上げ,1
深緑,深緑,1
用事,用事,1
離れる,離れる,1
会う,会わ,1
取り返す,取り返す,1
観衆,観衆,1
引きずる,引きずら,1
墓穴,墓穴,1
苦しい,苦しく,1
近づける,近づけ,1
清らか,清らか,1
節穴,節穴,1
でまかせ,でまかせ,1
見通し,見通し,1
ハイ,ハイ,1
立ち向かう,立ち向かう,1
駄目,駄目,1
挑む,挑む,1
がんばれる,がんばれる,1
狙われる,狙われる,1
がんばる,がんばる,1
やっつける,やっつける,1
やっつける,やっつけろ,1
場面,場面,1
中学,中学,1
年生,年生,1
大粒,大粒,1
背骨,背骨,1
茶番,茶番,1
待ち,待ち,1
非,非,1
ワクワク,ワクワク,1
台風,台風,1
昼間,昼間,1
激しい,激しい,1
活かす,活かし,1
飽き飽きする,飽き飽きし,1
ぶち壊す,ぶち壊す,1
転落,転落,1
画期的,画期的,1
唱える,唱え,1
気象,気象,1
染まる,染まり,1
移す,移さ,1
なる,なん,1
悩む,悩み,1
かきむしる,かきむしり,1
メモリ,メモリ,1
減らす,減らし,1
びっくり,びっくり,1
直線,直線,1
ベクトル,ベクトル,1
ずらす,ずらし,1
流し込む,流し込む,1
やすの,やすの,1
密着,密着,1
はなす,はなし,1
はな,はな,1
収まる,収まっ,1
ほぐれる,ほぐれ,1
ちゃう,ちゃう,1
追いかける,追いかけ,1
探求,探求,1
見つける,見つけれ,1
吹き飛ばす,吹き飛ばせ,1
会える,会える,1
頂戴,頂戴,1
ポトリ,ポトリ,1
ぽつんと,ぽつんと,1
粒子,粒子,1
怒る,怒る,1
たらす,たらし,1
どかす,どかし,1
決意,決意,1
ゴマ,ゴマ,1
正解,正解,1
感嘆,感嘆,1
かな,かな,1
そびえる,そびえる,1
照らす,照らす,1
独特,独特,1
風格,風格,1
明ける,明け,1
念じる,念じる,1
づくり,づくり,1
浮かぶ,浮かび,1
ぶっ,ぶっ,1
従順,従順,1
うんざり,うんざり,1
読める,読める,1
不人気,不人気,1
履修,履修,1
媚びる,媚び,1
びな,びな,1
わる,わる,1
しゃべる,しゃべっ,1
精,精,1
デブ,デブ,1
やめる,やめる,1
有能,有能,1
捲る,捲り,1
淡い,淡く,1
光らせる,光らせ,1
むく,むか,1
むかし,むかし,1
取り合う,取り合っ,1
行ける,行ける,1
つっかえる,つっかえ,1
解く,解き,1
てる,てろ,1
長居,長居,1
細長い,細長い,1
持ち出し,持ち出し,1
尚更,尚更,1
退学,退学,1
据わる,据わっ,1
自殺,自殺,1
小走り,小走り,1
気に入る,気に入ら,1
左手,左手,1
築く,築か,1
背中合わせ,背中合わせ,1
見張る,見張っ,1
繰り出す,繰り出す,1
仕切る,仕切り,1
驚く,驚き,1
賞賛,賞賛,1
真似る,真似,1
表現,表現,1
暇,暇,1
なにやら,なにやら,1
追い抜く,追い抜く,1
洗いざらい,洗いざらい,1
拘る,拘ら,1
くすぐる,くすぐっ,1
弛緩,弛緩,1
惑わす,惑わす,1
耐える,耐え,1
輝かしい,輝かしい,1
すくう,すくわ,1
ロープ,ロープ,1
選手,選手,1
他国,他国,1
思い浮かべる,思い浮かべ,1
轟かせる,轟かせ,1
生かす,生かし,1
おける,おけ,1
生け贄,生け贄,1
近づける,近づける,1
休む,休み,1
そむける,そむけ,1
遠のく,遠のい,1
引き裂く,引き裂く,1
引き裂く,引き裂か,1
舞い降りる,舞い降り,1
纏う,纏い,1
ゆらりと,ゆらりと,1
直々,直々,1
在り方,在り方,1
如何にも,如何にも,1
嫌悪,嫌悪,1
渦,渦,1
彷徨く,彷徨い,1
晒す,晒す,1
晒す,晒し,1
終着,終着,1
愚者,愚者,1
末路,末路,1
薄々,薄々,1
参る,参る,1
薙ぎ払う,薙ぎ払い,1
襲いかかる,襲いかかる,1
儚い,儚く,1
脆い,脆く,1
寂しい,寂しい,1
振り切る,振り切っ,1
かき消す,かき消し,1
咳込む,咳込み,1
一蹴,一蹴,1
悔しい,悔し,1
無い,無き,1
呼び覚ます,呼び覚ます,1
晴れる,晴れ,1
暴く,暴き,1
害虫,害虫,1
勘違い,勘違い,1
乗り込む,乗り込み,1
鉄槌,鉄槌,1
下す,下そ,1
集める,集めよ,1
関,関,1
信仰,信仰,1
辛抱強い,辛抱強く,1
植え付ける,植え付け,1
閉まる,閉まり,1
落とす,落とさ,1
出世頭,出世頭,1
引き換え,引き換え,1
売る,売り,1
奥さん,奥さん,1
天寿,天寿,1
全う,全う,1
歯向かう,歯向かお,1
断ち切る,断ち切ら,1
歩む,歩も,1
助言,助言,1
適応,適応,1
不完全,不完全,1
錠剤,錠剤,1
不出来,不出来,1
弟子,弟子,1
副作用,副作用,1
凌ぐ,凌ぐ,1
滴,滴,1
飲む,飲め,1
老い,老い,1
このまま,このまま,1
運営,運営,1
揺らぐ,揺らぎ,1
吸う,吸い,1
紡ぐ,紡ぐ,1
死に際,死に際,1
ぞんざい,ぞんざい,1
聞き返す,聞き返し,1
蛇,蛇,1
目と,目と,1
青白い,青白い,1
薄気味悪い,薄気味悪く,1
お初,お初,1
後任,後任,1
働く,働き,1
殺戮,殺戮,1
かぶせる,かぶせ,1
ぶ厚い,ぶ厚い,1
演技,演技,1
自供,自供,1
作成,作成,1
投げ捨てる,投げ捨て,1
紙切れ,紙切れ,1
物的,物的,1
手渡す,手渡そ,1
背ける,背け,1
騙す,騙さ,1
初期,初期,1
継ぐ,継ぐ,1
運び出す,運び出し,1
軽やか,軽やか,1
踊る,踊る,1
立てる,立てる,1
ふう,ふい,1
連れ出す,連れ出し,1
解析,解析,1
手の平,手の平,1
可視,可視,1
脈打つ,脈打ち,1
済み,済み,1
自ら,自ら,1
かざす,かざし,1
拝む,拝ん,1
いく,いこ,1
重,重,1
更に,更に,1
形作る,形作っ,1
混じる,混じり,1
浮く,浮き,1
忘れる,忘れる,1
貴方,貴方,1
現,現,1
段階,段階,1
目標,目標,1
葛藤,葛藤,1
俯く,俯き,1
浴びる,浴びる,1
リアクション,リアクション,1
大げさ,大げさ,1
合格,合格,1
優雅,優雅,1
田舎,田舎,1
葬る,葬ろ,1
悔しい,悔しく,1
変態,変態,1
済ます,済まさ,1
受け入れる,受け入れ,1
公表,公表,1
守り,守り,1
含む,含ん,1
押しかける,押しかけ,1
笑い話,笑い話,1
我が物顔,我が物顔,1
寛ぐ,寛い,1
啜る,啜る,1
あさる,あさっ,1
包み,包み,1
小遣い,小遣い,1
買える,買える,1
前々,前々,1
振り向く,振り向い,1
杯,杯,1
常備,常備,1
さっそく,さっそく,1
金貸し,金貸し,1
格安,格安,1
当たり,当たり,1
省く,省い,1
良心,良心,1
額,額,1
仰ぐ,仰い,1
プッシュ,プッシュ,1
喚く,喚く,1
放る,放り,1
終わる,終われ,1
ボソボソ,ボソボソ,1
ニンマリ,ニンマリ,1
貯金,貯金,1
箱,箱,1
弱肉強食,弱肉強食,1
めでたい,めでたく,1
至る,至れ,1
リセット,リセット,1
ぜんぜん,ぜんぜん,1
神様,神様,1
長生き,長生き,1
買い取る,買い取る,1
制度,制度,1
醜い,醜,1
飽きる,飽きる,1
従える,従え,1
務める,務める,1
長女,長女,1
名付ける,名付け,1
抜きん出る,抜きん出,1
嫁,嫁,1
育てる,育て,1
輸入,輸入,1
施す,施し,1
比較的,比較的,1
愛す,愛し,1
ゆくゆく,ゆくゆく,1
愛す,愛さ,1
異変,異変,1
留める,留め,1
きだ,きだ,1
結びつく,結びつか,1
聡い,聡かっ,1
広がる,広がら,1
揺るがす,揺るがす,1
さほど,さほど,1
小さい,小さい,1
焼く,焼け,1
抱く,抱か,1
半年,半年,1
跡取り,跡取り,1
宝,宝,1
懇願,懇願,1
霊薬,霊薬,1
いそいそ,いそいそ,1
あさる,あさり,1
縋る,縋っ,1
起こす,起こさ,1
縄,縄,1
染みつく,染みつい,1
勇ましい,勇ましい,1
進み出る,進み出,1
答える,答えろ,1
突きつける,突きつけ,1
村,村,1
蔑む,蔑み,1
真っ向,真っ向,1
でたらめ,でたらめ,1
嘲る,嘲っ,1
釣る,釣ら,1
嘲笑,嘲笑,1
睨み合う,睨み合っ,1
根拠,根拠,1
伝統,伝統,1
くだる,くだら,1
経つ,経て,1
色褪せる,色褪せる,1
捻じる,捻じ,1
曲げる,曲げ,1
曇る,曇り,1
伝染,伝染,1
清める,清める,1
怒号,怒号,1
渡る,渡っ,1
くだらない,くだらない,1
妄想,妄想,1
ほざく,ほざく,1
殴りつける,殴りつけ,1
あく,あく,1
滲む,滲ん,1
優しい,優しかっ,1
高い,高き,1
受け継ぐ,受け継い,1
代える,代え,1
脈打つ,脈打っ,1
削る,削る,1
禁,禁,1
荒れ狂う,荒れ狂う,1
至る,至る,1
分銅,分銅,1
収穫,収穫,1
衝突,衝突,1
かかる,かか,1
利く,利く,1
ちらつく,ちらつい,1
預ける,預け,1
わがまま,わがまま,1
辛抱,辛抱,1
託す,託す,1
うまい,うまく,1
絵本,絵本,1
抜かす,抜かす,1
この上ない,この上ない,1
喜び,喜び,1
乗り越える,乗り越える,1
突く,突き,1
動かす,動かさ,1
氷,氷,1
明ける,明ける,1
水面,水面,1
海水,海水,1
しょっぱい,しょっぱい,1
座り込む,座り込み,1
棒,棒,1
歩ける,歩け,1
ズキズキ,ズキズキ,1
痛む,痛ん,1
託す,託さ,1
渡る,渡ろ,1
海岸,海岸,1
漁村,漁村,1
乗せる,乗せ,1
立ち塞がる,立ち塞がっ,1
壮絶,壮絶,1
掲げる,掲げる,1
抱きしめる,抱きしめる,1
祝う,祝お,1
拾う,拾い,1
見せる,見せろ,1
漏洩,漏洩,1
ころす,ころす,1
ころ,ころ,1
研究所,研究所,1
根回し,根回し,1
立つ,立た,1
やす,やし,1
切り開く,切り開く,1
幻聴,幻聴,1
捕らえる,捕らえろ,1
引きずり出す,引きずり出せ,1
打ち砕く,打ち砕く,1
もどき,もどき,1
目指す,目指し,1
クレーター,クレーター,1
包む,包み,1
巻く,巻き,1
戻す,戻す,1
うそ,うそ,1
いとも,いとも,1
治る,治っ,1
疲れる,疲れる,1
こみ上げる,こみ上げ,1
伝わる,伝わっ,1
葬る,葬り,1
目論む,目論ん,1
すべて,すべて,1
追いつける,追いつけ,1
一席,一席,1
名乗る,名乗ろ,1
初め,初め,1
受け取る,受け取り,1
降り続く,降り続い,1
同情,同情,1
奥底,奥底,1
押し込み,押し込み,1
好ましい,好ましい,1
注ぐ,注い,1
枷,枷,1
遠慮,遠慮,1
切り捨てる,切り捨て,1
いよいよ,いよいよ,1
止める,止めよ,1
裏切る,裏切る,1
ビジョン,ビジョン,1
うっとり,うっとり,1
栄光,栄光,1
訪れる,訪れる,1
呼び覚ます,呼び覚まし,1
一人ぼっち,一人ぼっち,1
解く,解か,1
追い返す,追い返し,1
ご無沙汰,ご無沙汰,1
冷える,冷え,1
防ぐ,防ぎ,1
心外,心外,1
深める,深め,1
度重なる,度重なる,1
減る,減る,1
例年,例年,1
拒む,拒み,1
自我,自我,1
任命,任命,1
偉い,偉く,1
上着,上着,1
分際,分際,1
扇動,扇動,1
出席,出席,1
賛同,賛同,1
なくなる,なくなる,1
胡坐,胡坐,1
鈍い,鈍く,1
元々,元々,1
空席,空席,1
ネルソン,ネルソン,1
モード,モード,1
甚だしい,甚だしい,1
滑る,滑り,1
盟主,盟主,1
きっかけ,きっかけ,1
偽物,偽物,1
現実離れ,現実離れ,1
実在,実在,1
一翼,一翼,1
担う,担っ,1
ぬかる,ぬかる,1
身構える,身構え,1
就く,就い,1
自負,自負,1
時計,時計,1
集め,集め,1
使い,使い,1
吹き回し,吹き回し,1
訪れる,訪れ,1
何気ない,何気ない,1
親切,親切,1
交差,交差,1
お知らせ,お知らせ,1
サンプル,サンプル,1
入手,入手,1
昇格,昇格,1
足掛かり,足掛かり,1
生き残り,生き残り,1
言質,言質,1
手助け,手助け,1
復興,復興,1
恨む,恨ん,1
招く,招く,1
知る,知れ,1
正式,正式,1
恐れる,恐れる,1
人類,人類,1
立つ,立て,1
秘匿,秘匿,1
引きずり出す,引きずり出さ,1
倒せる,倒せる,1
滅びる,滅びる,1
回す,回せ,1
善良,善良,1
煽る,煽り,1
邪悪,邪悪,1
切り捨て,切り捨て,1
共通,共通,1
勝つ,勝た,1
宣言,宣言,1
滅ぼす,滅ぼす,1
代理,代理,1
絞り出す,絞り出し,1
慕う,慕わ,1
豊か,豊か,1
伴う,伴い,1
弱,弱,1
長い,長,1
置く,置く,1
かしこまる,かしこまる,1
クス,クス,1
を通して,を通して,1
役職,役職,1
雇う,雇い,1
藍色,藍色,1
